Date(GMT),Caption,Hashtags
"Tue, 07 Mar 2023 09:50:46 GMT","Estamos en SMAGUA!
Ven a visitarnos en nuestro stand (E-F/15-20) y descubre todo lo que tenemos preparado para ti. Te esperamos con increíbles promociones y novedades.
No pierdas la oportunidad de conocer nuestro equipo, nuestra empresa y nuestros productos.
 
#smagua #agua #water #depuradoras #one2clean #depósitos #depósitosoterrado #aguapotable #tratamientoaguasresiduales #rainwater #wastewater #depósitosgasóleo #separadoresdehidrocarburos #suds #drenajesostenible",#smagua #agua #water #depuradoras #one2clean #depósitos #depósitosoterrado #aguapotable #tratamientoaguasresiduales #rainwater #wastewater #depósitosgasóleo #separadoresdehidrocarburos #suds #drenajesostenible
"Thu, 02 Mar 2023 11:48:48 GMT","📢 ¿Sabías que GRAF vende en toda la península ibérica? 🌍 Así es, sin importar dónde te encuentres en España o Portugal🚚

📲 Visita nuestro sitio web o contáctanos para obtener más información sobre nuestros productos y servicios.
Nuestro equipo comercial y técnico te atenderán sin compromiso. 

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #sostenibilidad #sustainability #medioambiente #environment #agua #aguadelluvia #cambioclimatico #climatechange #rain #water #business #sustainablebusiness #ottografgmbh #empresasostenible #reciclaje #recycling #recicledproducts #productosreciclados #depositos #diy",#graf #sostenibilidad #sustainability #medioambiente #environment #agua #aguadelluvia #cambioclimatico #climatechange #rain #water #business #sustainablebusiness #ottografgmbh #empresasostenible #reciclaje #recycling #recicledproducts #productosreciclados #depositos #diy
"Tue, 28 Feb 2023 09:00:13 GMT","🏡​¿Sabías que recoger agua de lluvia en casa puede ser una forma fácil y efectiva de cuidar el medio ambiente y ahorrar dinero? 

👉Empieza a hacerlo de forma sencilla con los productos GRAF. 
¿Quieres saber más?

📩info@grafiberica.com
📞 +34 972 91 37 67

#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo",#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo
"Thu, 23 Feb 2023 09:00:10 GMT","​🌍La innovación ahorra recursos ​🌍
¿Quieres saber como fabricamos nuestros productos? 

✔️Plantas de fabricación con la tecnología más moderna. 
✔️Reducción de recursos energéticos gracias a la recuperación térmica
✔️Gestión de la energía certificada.

¡Visita nuestra web para más información!

📩info@grafiberica.com
📞 +34 972 91 37 67

#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo",#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo
"Tue, 21 Feb 2023 09:00:07 GMT","🏡​Descubre toda nuestra gama de depósitos decorativos GRAF y empieza a recuperar agua de lluvia en casa de forma sencilla! 

✔️Fácil instalación
✔️Disponible en varios colores y modelos

¿Quieres saber más? Descúbrelo en: 

🌐https://bit.ly/3lLrrkB
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta",#graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta
"Thu, 16 Feb 2023 10:31:07 GMT","🌍POR UN PLANETA MÁS VERDE🌍
En GRAF, fabricamos nuestros productos con materias primas recicladas. 
​👉Todo esto sin comprometer de ninguna manera los estándares de calidad en el producto y manteniendo todos los criterios de sostenibilidad.

Más del 50% de los materiales que utilizamos en GRAF provienen de materias primas recicladas. 

Quieres saber más?
👉https://bit.ly/3XA7WZy
📩info@grafiberica.com
📞 +34 972 91 37 67

#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo",#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo
"Tue, 14 Feb 2023 09:00:06 GMT","✨En GRAF, disponemos de una gran variedad de productos para el drenaje sostenible.

😃 En este caso, hacemos referencia a un proyecto del Parque Arriaga de Madrid. Se ha usado el Ecobloc light y la arqueta Vario800 flex. 

¿En qué va a beneficiar el drenaje sostenible de GRAF?
✔️Evitar encharcamientos e inundaciones en la zona
✔️Mejorar la gestión sostenible y escorrentía del agua pluvial

👉Quieres más información?
🌐https://bit.ly/3xii1zN
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Wed, 08 Feb 2023 09:10:20 GMT","✨Nuevo vídeo en nuestro canal de Youtube! 
-INSTALACIÓN DE UN SISTEMA DE RECUPERACIÓN DE AGUA DE LLUVIA-

​👉Descubre lo fácil que es tener uno en tu casa! 

Link in bio y accede a nuestro canal! 

🌐https://bit.ly/3XyhRjf
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Thu, 02 Feb 2023 16:30:00 GMT","🌍GRAF fabrica productos con materias primas recicladas. Todo sin comprometer los estándares de calidad en el producto y manteniendo todos los criterios de sostenibilidad.

Sabías que
✔️Más del 50% de materiales que usamos en GRAF provienen de materias primas recicladas
✔️Gracias a nuestro propio reciclaje, garantizamos una alta calidad de las materias primas
✔️Hemos conseguido evitar 100.000 toneladas de emisiones CO2 cada año

Quieres saber más?
👉https://bit.ly/3DAYiyW 
📩info@grafiberica.com
📞 +34 972 91 37 67

#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo",#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo
"Tue, 31 Jan 2023 09:31:00 GMT","✨¿Quieres abonar tus cultivos de forma natural? Con nuestra Urban Composter puedes. 

Todos los días producimos residuos orgánicos (cáscaras de huevo, lechuga, zanahoria, etc). ¿Sabías que, si los guardas y pones en una compostadora, puedes crear un compost casero?

¿Qué ventajas ofrece?
✔️ Ahorro de agua del riego
✔️Incremento de la materia orgánica en los suelos agrícolas
✔️Disminución de gases de efecto invernadero. 

🌐https://bit.ly/3Y2MHAw
📩 info@grafiberica.com
📞 +34 972 91 37 67

#compost #compostaje #graf #grafiberica #urbancomposter #medioambiente #sustainability #residuos #sostenibilidad #reciclaje #speedycompost #jardín #garden #compostadora #diy #doityourself",#compost #compostaje #graf #grafiberica #urbancomposter #medioambiente #sustainability #residuos #sostenibilidad #reciclaje #speedycompost #jardín #garden #compostadora #diy #doityourself
"Thu, 26 Jan 2023 12:14:00 GMT","✨Nuevo post en nuestro blog!

10 Razones para utilizar agua de lluvia. 
👉Quieres conocerlas?
https://bit.ly/3Hzgewb

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #garden #house #savewater #proyectos #jardín #invierno #heladas #blog #blogpost #depósitodecorativo",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #garden #house #savewater #proyectos #jardín #invierno #heladas #blog #blogpost #depósitodecorativo
"Tue, 24 Jan 2023 09:38:41 GMT","✨En GRAF, disponemos de una gran variedad de productos para la recuperación del agua de lluvia.

😃 En este caso, hacemos referencia un depósito soterrado de agua potable Carat XXL de 52.000L en Braga- Portugal. 

¿En qué va a beneficiar un depósito soterrado de agua potable GRAF?
✔️Ahorro considerable en la factura del agua
✔️Gestión sostenible del agua

🌐https://bit.ly/3XyhRjf
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Tue, 17 Jan 2023 12:02:04 GMT","😃¿Habéis visitado nuestro #showroom?
Es parte del recorrido de nuestra #customerexperience.
En él, nuestros departamentos técnico y comercial ofrecen:
 
✔️Formaciones de producto.
✔️Exposición real de nuestros productos.
 
✨En la visita a nuestro #showroom, tenemos la posibilidad de mostrar los productos #GRAF. 

🌐https://bit.ly/3DNmCxZ
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #showroom #instalaciones #formaciones #rrhh #customerexperience #clientes #customer #client agua #water #medioambiente #sostenibilidad #instalaciones #solucionessostenibles #depuradoras #suds #jardín #jardinería #fosafiltro","#showroom? #customerexperience. #showroom, #GRAF. #graf #grafiberica #showroom #instalaciones #formaciones #rrhh #customerexperience #clientes #customer #client #water #medioambiente #sostenibilidad #instalaciones #solucionessostenibles #depuradoras #suds #jardín #jardinería #fosafiltro"
"Thu, 12 Jan 2023 09:36:33 GMT","✨En GRAF trabajamos con productos sostenibles, está en nuestro ADN. 

¿Sabías que con los depósitos de #GRAF cada día nuestros clientes ahorran más de 140 millones de litros de agua potable?

🌍Sólo un 1% del agua que tenemos en la tierra se puede utilizar para usos potables. Este agua debe ser usada con responsabilidad. No es necesario agua potable para todos los usos de la casa. 

​👉Descubre como contribuir a un uso sostenible del agua con GRAF.

🌐https://bit.ly/3Xlm35d
📩 info@grafiberica.com
📞 +34 972 91 37 67

#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo",#GRAF #medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo
"Tue, 10 Jan 2023 09:23:00 GMT","✨Nueva fosa filtro Anaerobix 3000L. En GRAF, estamos constantemente innovando y estudiando las necesidades de nuestros clientes. Por eso, presentamos nuestra novedad: La Fosa Filtro Anaerobix Compact de 3000L. La fosa filtro de siempre, ahora con más capacidad. 

¿Que ventajas ofrece? 
✔️Depósito de PEAD , de alta calidad y durabilidad
✔️Marcaje CE, según normativa EN 12566-1
✔️Instalación fácil, económica y rápida. Base y compactación con grava
✔️Conexiones DN100

🌐https://bit.ly/3DNmCxZ
📩 info@grafiberica.com
📞 +34 972 91 37 67

 #agua #aguasresiduales #fosafiltro #anaerobix #depuradora #tratamientodeaguasresiduales #grafiberica #lluvia #casa #hotel #grafiberica #sotenibilidad #sustainability #fosafiltro #fosaseptica #depuradoras #environment #obra #water",#agua #aguasresiduales #fosafiltro #anaerobix #depuradora #tratamientodeaguasresiduales #grafiberica #lluvia #casa #hotel #grafiberica #sotenibilidad #sustainability #fosafiltro #fosaseptica #depuradoras #environment #obra #water
"Mon, 09 Jan 2023 08:27:00 GMT","✨Nuevo post en nuestro blog!

¿Sabes como cuidar tu jardín en invierno? Nosotros te damos todos los tips esenciales para conservarlo sin que las heladas lo dañen. 
👉Quieres más información?
https://bit.ly/3Cya78s

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #garden #house #savewater #proyectos #jardín #invierno #heladas #blog #blogpost",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #garden #house #savewater #proyectos #jardín #invierno #heladas #blog #blogpost
"Wed, 04 Jan 2023 10:45:00 GMT","✨En GRAF, disponemos de una gran variedad de productos para el drenaje sostenible.

😃 En este caso, hacemos referencia a la reurbanización de la calle Cristóbal Moura de Barcelona. En el proyecto, se usaron 1.890 unidades del sistema Ecobloc Light. 

¿En qué va a beneficiar el drenaje sostenible de GRAF?
✔️Evitar encharcamientos e inundaciones en la zona
✔️Mejorar la gestión sostenible y escorrentía del agua pluvial

👉Quieres más información?
https://bit.ly/3AvNlgr

🌐https://bit.ly/3DNmCxZ
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Sat, 24 Dec 2022 09:30:03 GMT","✨ Hoy último día de nuestro calendario! El equipo de #GRAF ibérica os desea a todos una Feliz Navidad y Felices Fiestas. ​🎄

¡Por muchos años más juntos!

Contacta con nosotros
🌐https://bit.ly/3DNmCxZ
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #lluvia #aguadelluvia #agua #recuperaciónaguadelluvia #recuperaaguadelluvia #aguasresiduales #depósitos #depósitossoterrados #depósitosexteriores #sostenibilidad #reciclaje #reutiliza #solucionessostenibles #ahorro #tratemoselagua #team #morethanateam",#GRAF #graf #grafiberica #lluvia #aguadelluvia #agua #recuperaciónaguadelluvia #recuperaaguadelluvia #aguasresiduales #depósitos #depósitossoterrados #depósitosexteriores #sostenibilidad #reciclaje #reutiliza #solucionessostenibles #ahorro #tratemoselagua #team #morethanateam
